image_id,question,answer,data_type,candidates,hallucination_candidates,token_2_visual_evidence,image_source
000000226147,Describe what’s happening in this picture.,"The image features a dining table with a variety of food items and utensils. There are two plates of food, one placed closer to the left side of the table and the other towards the right side. A sandwich is also visible on the table, positioned near the center.

Several utensils are laid out on the table, including a fork on the left side, a knife on the right side, and a spoon closer to the center. A cup is placed near the left side of the table.

There are two people in the scene, one standing near the left side of the table and the other on the right side. A cell phone is also present on the table, located near the center.

In the background, there is a chair placed against the wall. A vase can be seen on the left side of the table, adding a decorative touch to the setting.",caption_nonhalu_llava,"['dining', 'table', 'food', 'utensils', 'plates', 'one', 'right', 'side', 'sandwich', 'visible', 'near', 'center', 'several', 'laid', 'knife', 'cup', 'placed', 'image', 'variety', 'other']","['fork', 'left', 'spoon', 'two', 'people', 'standing', 'cell', 'phone', 'chair', 'wall', 'vase']","[{'word': 'dining', 'class': 'attribute', 'bb_info': [[0.0, 256.1, 480.0, 630.03]]}, {'word': 'table', 'class': 'object', 'bb_info': [[0.0, 256.1, 480.0, 630.03]]}, {'word': 'food', 'class': 'object', 'bb_info': [[243.55, 351.04, 385.08000000000004, 399.34000000000003], [221.69, 533.13, 295.76, 589.56], [96.01, 491.2, 228.41000000000003, 608.75]]}, {'word': 'utensils', 'class': 'object', 'bb_info': [[194.57, 327.83, 251.35, 368.87], [418.13, 571.59, 460.14, 639.86], [195.08, 353.71, 211.85000000000002, 364.40999999999997], [157.36, 320.12, 238.01000000000002, 376.58], [451.17, 589.06, 480.0, 640.0]]}, {'word': 'plates', 'class': 'object', 'bb_info': []}, {'word': 'one', 'class': 'count', 'bb_info': [[207.1, 0.0, 480.0, 409.89], [131.98, 1.64, 246.31, 227.2]]}, {'word': 'right', 'class': 'attribute', 'bb_info': [[0.0, 256.1, 480.0, 630.03], [157.36, 320.12, 238.01000000000002, 376.58], [207.1, 0.0, 480.0, 409.89], [131.98, 1.64, 246.31, 227.2]]}, {'word': 'side', 'class': 'attribute', 'bb_info': [[0.0, 256.1, 480.0, 630.03], [194.57, 327.83, 251.35, 368.87], [418.13, 571.59, 460.14, 639.86], [195.08, 353.71, 211.85000000000002, 364.40999999999997], [157.36, 320.12, 238.01000000000002, 376.58], [207.1, 0.0, 480.0, 409.89], [131.98, 1.64, 246.31, 227.2]]}, {'word': 'sandwich', 'class': 'object', 'bb_info': [[243.55, 351.04, 385.08000000000004, 399.34000000000003], [221.69, 533.13, 295.76, 589.56], [96.01, 491.2, 228.41000000000003, 608.75]]}, {'word': 'visible', 'class': 'decision_token', 'bb_info': [[243.55, 351.04, 385.08000000000004, 399.34000000000003], [221.69, 533.13, 295.76, 589.56], [96.01, 491.2, 228.41000000000003, 608.75], [32.78, 219.41, 87.43, 426.51]]}, {'word': 'near', 'class': 'relation', 'bb_info': [[243.55, 351.04, 385.08000000000004, 399.34000000000003], [221.69, 533.13, 295.76, 589.56], [96.01, 491.2, 228.41000000000003, 608.75], [0.0, 256.1, 480.0, 630.03], [90.65, 371.26, 174.14, 482.57], [207.1, 0.0, 480.0, 409.89], [131.98, 1.64, 246.31, 227.2], [278.03, 217.97, 356.7, 249.51]]}, {'word': 'center', 'class': 'attribute', 'bb_info': [[243.55, 351.04, 385.08000000000004, 399.34000000000003], [221.69, 533.13, 295.76, 589.56], [96.01, 491.2, 228.41000000000003, 608.75], [451.17, 589.06, 480.0, 640.0], [278.03, 217.97, 356.7, 249.51]]}, {'word': 'several', 'class': 'count', 'bb_info': [[194.57, 327.83, 251.35, 368.87], [418.13, 571.59, 460.14, 639.86], [195.08, 353.71, 211.85000000000002, 364.40999999999997], [157.36, 320.12, 238.01000000000002, 376.58], [451.17, 589.06, 480.0, 640.0]]}, {'word': 'laid', 'class': 'action', 'bb_info': [[194.57, 327.83, 251.35, 368.87], [418.13, 571.59, 460.14, 639.86], [195.08, 353.71, 211.85000000000002, 364.40999999999997], [157.36, 320.12, 238.01000000000002, 376.58], [451.17, 589.06, 480.0, 640.0]]}, {'word': 'knife', 'class': 'object', 'bb_info': [[157.36, 320.12, 238.01000000000002, 376.58]]}, {'word': 'cup', 'class': 'object', 'bb_info': [[90.65, 371.26, 174.14, 482.57]]}, {'word': 'placed', 'class': 'action', 'bb_info': [[90.65, 371.26, 174.14, 482.57], [258.18, 102.51, 327.76, 147.17000000000002], [8.61, 227.06, 151.94, 284.8]]}, {'word': 'image', 'class': 'decision_token', 'bb_info': []}, {'word': 'variety', 'class': 'attribute', 'bb_info': [[243.55, 351.04, 385.08000000000004, 399.34000000000003], [221.69, 533.13, 295.76, 589.56], [96.01, 491.2, 228.41000000000003, 608.75]]}, {'word': 'other', 'class': 'attribute', 'bb_info': [[207.1, 0.0, 480.0, 409.89], [131.98, 1.64, 246.31, 227.2]]}]",coco-validation
000000412894,Count how many people are carrying handbags in the image.,Three people are carrying handbags in the image.,instruct_nonhalu_qwen,"['people', 'carrying']","['three', 'handbags']","[{'word': 'people', 'class': 'object', 'bb_info': [[195.74, 488.62, 243.58, 619.54], [249.22, 436.01, 271.03, 498.44], [268.51, 428.54, 283.89, 477.79], [360.56, 420.35, 375.06, 468.25], [359.55, 475.32, 418.53000000000003, 606.53], [162.16, 523.14, 209.61, 640.0], [0.82, 537.34, 63.81, 640.0], [35.74, 487.59, 78.22, 538.5699999999999], [60.91, 469.19, 106.4, 540.38], [319.21, 524.16, 369.64, 640.0], [195.57, 430.22, 211.26999999999998, 485.15000000000003], [102.41, 512.83, 154.07, 640.0], [397.08, 410.66, 407.7, 440.54]]}, {'word': 'carrying', 'class': 'action', 'bb_info': [[195.74, 488.62, 243.58, 619.54], [249.22, 436.01, 271.03, 498.44], [268.51, 428.54, 283.89, 477.79], [360.56, 420.35, 375.06, 468.25], [359.55, 475.32, 418.53000000000003, 606.53], [162.16, 523.14, 209.61, 640.0], [0.82, 537.34, 63.81, 640.0], [35.74, 487.59, 78.22, 538.5699999999999], [60.91, 469.19, 106.4, 540.38], [319.21, 524.16, 369.64, 640.0], [195.57, 430.22, 211.26999999999998, 485.15000000000003], [102.41, 512.83, 154.07, 640.0], [397.08, 410.66, 407.7, 440.54], [208.1, 505.2, 229.98, 537.25], [168.2, 545.23, 176.89, 578.38], [353.58, 546.04, 376.28, 587.64]]}]",coco-validation
000000341828,Is the person looking at the cell phone?,"Yes, the person is looking at the cell phone while holding it to their ear.",vqa_nonhalu_llava,"['person', 'cell', 'phone', 'holding', 'ear']","['yes', 'looking']","[{'word': 'person', 'class': 'object', 'bb_info': [[0.0, 4.13, 601.0, 603.75]]}, {'word': 'cell', 'class': 'object', 'bb_info': [[338.7, 259.06, 440.34, 402.05]]}, {'word': 'phone', 'class': 'object', 'bb_info': [[338.7, 259.06, 440.34, 402.05]]}, {'word': 'holding', 'class': 'action', 'bb_info': [[0.0, 4.13, 601.0, 603.75], [338.7, 259.06, 440.34, 402.05]]}, {'word': 'ear', 'class': 'object', 'bb_info': []}]",coco-validation
000000575187,What’s featured in this image?,A person feeding a giraffe through a fence at what appears to be a zoo or wildlife enclosure.,caption_nonhalu_qwen,"['person', 'feeding', 'giraffe', 'through', 'fence', 'zoo', 'wildlife', 'enclosure']",[],"[{'word': 'person', 'class': 'object', 'bb_info': [[0.65, 160.11, 257.04999999999995, 347.91]]}, {'word': 'feeding', 'class': 'action', 'bb_info': [[0.65, 160.11, 257.04999999999995, 347.91], [269.9, 52.97, 497.76, 167.32]]}, {'word': 'giraffe', 'class': 'object', 'bb_info': [[269.9, 52.97, 497.76, 167.32]]}, {'word': 'through', 'class': 'relation', 'bb_info': [[0.65, 160.11, 257.04999999999995, 347.91], [269.9, 52.97, 497.76, 167.32]]}, {'word': 'fence', 'class': 'object', 'bb_info': []}, {'word': 'zoo', 'class': 'object', 'bb_info': []}, {'word': 'wildlife', 'class': 'object', 'bb_info': []}, {'word': 'enclosure', 'class': 'object', 'bb_info': []}]",coco-validation
000000335450,Is the larger horse wearing a saddle?,"No, the larger horse is not wearing a saddle.",vqa_halu_llava,"['no', 'larger', 'horse', 'not', 'wearing', 'saddle']",[],"[{'word': 'no', 'class': 'decision_token', 'bb_info': [[308.47, 24.58, 605.37, 423.65999999999997], [258.45, 176.1, 369.34, 388.72], [167.21, 172.92, 182.43, 183.16]]}, {'word': 'larger', 'class': 'attribute', 'bb_info': [[308.47, 24.58, 605.37, 423.65999999999997], [258.45, 176.1, 369.34, 388.72], [167.21, 172.92, 182.43, 183.16]]}, {'word': 'horse', 'class': 'object', 'bb_info': [[308.47, 24.58, 605.37, 423.65999999999997], [258.45, 176.1, 369.34, 388.72], [167.21, 172.92, 182.43, 183.16]]}, {'word': 'not', 'class': 'decision_token', 'bb_info': [[308.47, 24.58, 605.37, 423.65999999999997], [258.45, 176.1, 369.34, 388.72], [167.21, 172.92, 182.43, 183.16]]}, {'word': 'wearing', 'class': 'actions', 'bb_info': [[308.47, 24.58, 605.37, 423.65999999999997], [258.45, 176.1, 369.34, 388.72], [167.21, 172.92, 182.43, 183.16]]}, {'word': 'saddle', 'class': 'object', 'bb_info': []}]",coco-validation
000000094751,Count the number of benches visible in the image.,There are no benches visible in the image.,instruct_nonhalu_qwen,"['no', 'benches', 'visible', 'image']",[],"[{'word': 'no', 'class': 'decision_token', 'bb_info': [[247.97, 276.52, 299.64, 282.21999999999997]]}, {'word': 'benches', 'class': 'object', 'bb_info': [[247.97, 276.52, 299.64, 282.21999999999997]]}, {'word': 'visible', 'class': 'decision_token', 'bb_info': [[247.97, 276.52, 299.64, 282.21999999999997]]}, {'word': 'image', 'class': 'decision_token', 'bb_info': []}]",coco-validation
000000569273,What is depicted here visually?,"A yellow fire hydrant with orange caps stands in a desert landscape, surrounded by shrubs and rocky terrain, with people visible in the background near a canyon.",caption_nonhalu_qwen,"['yellow', 'fire', 'hydrant', 'orange', 'caps', 'stands', 'desert', 'landscape', 'surrounded', 'shrubs', 'rocky', 'terrain', 'people', 'visible', 'background', 'near', 'canyon']",[],"[{'word': 'yellow', 'class': 'attribute', 'bb_info': [[404.66, 110.98, 573.63, 474.74]]}, {'word': 'fire', 'class': 'object', 'bb_info': [[404.66, 110.98, 573.63, 474.74]]}, {'word': 'hydrant', 'class': 'object', 'bb_info': [[404.66, 110.98, 573.63, 474.74]]}, {'word': 'orange', 'class': 'attribute', 'bb_info': []}, {'word': 'caps', 'class': 'object', 'bb_info': []}, {'word': 'stands', 'class': 'action', 'bb_info': [[404.66, 110.98, 573.63, 474.74]]}, {'word': 'desert', 'class': 'object', 'bb_info': []}, {'word': 'landscape', 'class': 'object', 'bb_info': []}, {'word': 'surrounded', 'class': 'action', 'bb_info': [[404.66, 110.98, 573.63, 474.74]]}, {'word': 'shrubs', 'class': 'object', 'bb_info': []}, {'word': 'rocky', 'class': 'attribute', 'bb_info': []}, {'word': 'terrain', 'class': 'object', 'bb_info': []}, {'word': 'people', 'class': 'object', 'bb_info': [[212.25, 86.21, 266.09000000000003, 162.01999999999998], [154.02, 79.12, 203.32, 133.56], [53.29, 122.64, 81.75999999999999, 148.53], [13.24, 116.95, 35.86, 137.55], [34.22, 100.45, 64.09, 146.68]]}, {'word': 'visible', 'class': 'decision_token', 'bb_info': [[212.25, 86.21, 266.09000000000003, 162.01999999999998], [154.02, 79.12, 203.32, 133.56], [53.29, 122.64, 81.75999999999999, 148.53], [13.24, 116.95, 35.86, 137.55], [34.22, 100.45, 64.09, 146.68]]}, {'word': 'background', 'class': 'object', 'bb_info': []}, {'word': 'near', 'class': 'relation', 'bb_info': [[212.25, 86.21, 266.09000000000003, 162.01999999999998], [154.02, 79.12, 203.32, 133.56], [53.29, 122.64, 81.75999999999999, 148.53], [13.24, 116.95, 35.86, 137.55], [34.22, 100.45, 64.09, 146.68]]}, {'word': 'canyon', 'class': 'object', 'bb_info': []}]",coco-validation
000000526728,List the number of handbags that are lying on top of the red suitcase for each person in the scene.,"The man has one handbag lying on top of the red suitcase, while the woman has two handbags lying on top of the red suitcase.",instruct_halu_llava,"['man', 'lying', 'top', 'red', 'suitcase', 'woman']","['one', 'handbag', 'two']","[{'word': 'man', 'class': 'object', 'bb_info': []}, {'word': 'lying', 'class': 'action', 'bb_info': [[264.86, 244.87, 296.26, 273.5]]}, {'word': 'top', 'class': 'relation', 'bb_info': [[264.86, 244.87, 296.26, 273.5], [324.21, 296.06, 380.92999999999995, 369.71000000000004], [237.02, 271.52, 308.13, 369.71], [185.39, 267.13, 241.85, 369.1], [283.32, 326.12, 322.59, 375.0], [371.63, 313.48, 418.82, 374.16], [160.72, 292.28, 188.52, 374.0]]}, {'word': 'red', 'class': 'attribute', 'bb_info': [[324.21, 296.06, 380.92999999999995, 369.71000000000004], [237.02, 271.52, 308.13, 369.71], [185.39, 267.13, 241.85, 369.1], [283.32, 326.12, 322.59, 375.0], [371.63, 313.48, 418.82, 374.16], [160.72, 292.28, 188.52, 374.0]]}, {'word': 'suitcase', 'class': 'object', 'bb_info': [[324.21, 296.06, 380.92999999999995, 369.71000000000004], [237.02, 271.52, 308.13, 369.71], [185.39, 267.13, 241.85, 369.1], [283.32, 326.12, 322.59, 375.0], [371.63, 313.48, 418.82, 374.16], [160.72, 292.28, 188.52, 374.0]]}, {'word': 'woman', 'class': 'object', 'bb_info': []}]",coco-validation
000000547383,Describe the small lamb playfully jumping around the two resting sheep in the field.,"Actually, there is no small lamb jumping in the image — only two sheep are resting calmly in the grass, both looking toward the camera. The scene is peaceful, not playful or active.",instruct_halu_qwen,"['no', 'two', 'sheep', 'resting', 'calmly', 'grass', 'looking', 'camera', 'peaceful', 'not']","['small', 'lamb', 'jumping', 'playful', 'active']","[{'word': 'no', 'class': 'decision_token', 'bb_info': []}, {'word': 'two', 'class': 'count', 'bb_info': [[134.67, 174.06, 588.15, 407.68], [100.77, 32.06, 447.07, 215.29], [493.39, 1.16, 590.34, 10.77]]}, {'word': 'sheep', 'class': 'object', 'bb_info': [[134.67, 174.06, 588.15, 407.68], [100.77, 32.06, 447.07, 215.29], [493.39, 1.16, 590.34, 10.77]]}, {'word': 'resting', 'class': 'action', 'bb_info': [[134.67, 174.06, 588.15, 407.68], [100.77, 32.06, 447.07, 215.29], [493.39, 1.16, 590.34, 10.77]]}, {'word': 'calmly', 'class': 'attribute', 'bb_info': [[134.67, 174.06, 588.15, 407.68], [100.77, 32.06, 447.07, 215.29], [493.39, 1.16, 590.34, 10.77]]}, {'word': 'grass', 'class': 'object', 'bb_info': []}, {'word': 'looking', 'class': 'action', 'bb_info': [[134.67, 174.06, 588.15, 407.68], [100.77, 32.06, 447.07, 215.29], [493.39, 1.16, 590.34, 10.77]]}, {'word': 'camera', 'class': 'object', 'bb_info': []}, {'word': 'peaceful', 'class': 'attribute', 'bb_info': []}, {'word': 'not', 'class': 'decision_token', 'bb_info': []}]",coco-validation
000000122606,What color is the bus?,The bus is white.,vqa_nonhalu_llava,"['bus', 'white']",[],"[{'word': 'bus', 'class': 'object', 'bb_info': [[80.72, 11.84, 542.42, 468.15999999999997]]}, {'word': 'white', 'class': 'attribute', 'bb_info': [[80.72, 11.84, 542.42, 468.15999999999997]]}]",coco-validation
000000443844,Is the skateboard on top of the bench?,"No, the skateboard is not on top of the bench. The person is riding it while jumping off the bench, with the board positioned under their feet in mid-air.",vqa_nonhalu_qwen,"['no', 'skateboard', 'not', 'on', 'top', 'bench', 'person', 'riding', 'jumping', 'off', 'board', 'positioned', 'under', 'feet', 'mid-air']",[],"[{'word': 'no', 'class': 'decision_token', 'bb_info': [[484.84, 268.82, 552.14, 302.68], [347.06, 247.76, 510.94, 371.15999999999997]]}, {'word': 'skateboard', 'class': 'object', 'bb_info': [[484.84, 268.82, 552.14, 302.68]]}, {'word': 'not', 'class': 'decision_token', 'bb_info': [[484.84, 268.82, 552.14, 302.68], [347.06, 247.76, 510.94, 371.15999999999997]]}, {'word': 'on', 'class': 'relation', 'bb_info': [[484.84, 268.82, 552.14, 302.68], [347.06, 247.76, 510.94, 371.15999999999997]]}, {'word': 'top', 'class': 'attribute', 'bb_info': [[347.06, 247.76, 510.94, 371.15999999999997]]}, {'word': 'bench', 'class': 'object', 'bb_info': [[347.06, 247.76, 510.94, 371.15999999999997]]}, {'word': 'person', 'class': 'object', 'bb_info': [[470.98, 47.15, 572.54, 290.03]]}, {'word': 'riding', 'class': 'action', 'bb_info': [[470.98, 47.15, 572.54, 290.03], [484.84, 268.82, 552.14, 302.68]]}, {'word': 'jumping', 'class': 'action', 'bb_info': [[470.98, 47.15, 572.54, 290.03], [347.06, 247.76, 510.94, 371.15999999999997]]}, {'word': 'off', 'class': 'relation', 'bb_info': [[470.98, 47.15, 572.54, 290.03], [347.06, 247.76, 510.94, 371.15999999999997]]}, {'word': 'board', 'class': 'object', 'bb_info': [[484.84, 268.82, 552.14, 302.68]]}, {'word': 'positioned', 'class': 'action', 'bb_info': [[484.84, 268.82, 552.14, 302.68]]}, {'word': 'under', 'class': 'relation', 'bb_info': [[484.84, 268.82, 552.14, 302.68], [470.98, 47.15, 572.54, 290.03]]}, {'word': 'feet', 'class': 'object', 'bb_info': [[470.98, 47.15, 572.54, 290.03]]}, {'word': 'mid-air', 'class': 'attribute', 'bb_info': [[470.98, 47.15, 572.54, 290.03], [484.84, 268.82, 552.14, 302.68]]}]",coco-validation
000000134096,Describe how the two toilets in the image are positioned relative to the sink and the cat.,"The two toilets are mounted on the wall behind the sink, one on each side, with the cat standing at the sink, facing the faucet, and positioned between them.",instruct_halu_qwen,"['wall', 'behind', 'sink', 'cat', 'standing', 'at', 'facing', 'faucet']","['two', 'toilets', 'mounted', 'one', 'each', 'side', 'positioned', 'between', 'them']","[{'word': 'wall', 'class': 'object', 'bb_info': []}, {'word': 'behind', 'class': 'relation', 'bb_info': [[417.1, 132.96, 555.6600000000001, 226.94], [1.24, 132.99, 38.550000000000004, 313.31], [2.16, 406.47, 364.58000000000004, 480.0]]}, {'word': 'sink', 'class': 'object', 'bb_info': [[2.16, 406.47, 364.58000000000004, 480.0]]}, {'word': 'cat', 'class': 'object', 'bb_info': [[214.71, 106.01, 640.0, 473.49]]}, {'word': 'standing', 'class': 'action', 'bb_info': [[214.71, 106.01, 640.0, 473.49]]}, {'word': 'at', 'class': 'relation', 'bb_info': [[214.71, 106.01, 640.0, 473.49], [2.16, 406.47, 364.58000000000004, 480.0]]}, {'word': 'facing', 'class': 'action', 'bb_info': [[214.71, 106.01, 640.0, 473.49]]}, {'word': 'faucet', 'class': 'object', 'bb_info': []}]",coco-validation
000000563281,What is the person holding?,"The person, a young child, is holding a toy rooster.",vqa_nonhalu_llava,"['person', 'young', 'child', 'holding']","['toy', 'rooster']","[{'word': 'person', 'class': 'object', 'bb_info': [[112.87, 1.98, 253.95000000000002, 494.07]]}, {'word': 'young', 'class': 'attribute', 'bb_info': [[112.87, 1.98, 253.95000000000002, 494.07]]}, {'word': 'child', 'class': 'object', 'bb_info': [[112.87, 1.98, 253.95000000000002, 494.07]]}, {'word': 'holding', 'class': 'action', 'bb_info': [[112.87, 1.98, 253.95000000000002, 494.07]]}]",coco-validation
000000523241,How many traffic lights are actively showing a green signal for vehicles in this intersection?,Zero.,vqa_halu_qwen,['zero'],[],"[{'word': 'zero', 'class': 'count', 'bb_info': []}]",coco-validation
000000309495,Is the magazine placed on top of the toilet open or closed?,"The magazine is placed on top of the toilet, but it is not open.",vqa_halu_llava,['toilet'],"['magazine', 'placed', 'on', 'top', 'open', 'not']","[{'word': 'toilet', 'class': 'object', 'bb_info': [[138.18, 229.2, 326.0, 428.46]]}]",coco-validation
000000488075,What’s going on in this photo?,"The image features a spacious and well-lit living room with a kitchen area. The living room is furnished with a couch and a chair, both of which are positioned near the center of the room. A dining table is located in the background, with chairs placed around it.

The kitchen area is equipped with a refrigerator, a microwave, and an oven. There are also several bottles and a bowl placed on the countertops. A potted plant is situated near the kitchen, adding a touch of greenery to the space.

In addition to the main furniture, there are two remote controls placed on the couch, and a cell phone can be seen on the dining table.",caption_nonhalu_llava,"['spacious', 'well-lit', 'living', 'room', 'kitchen', 'area', 'couch', 'chair', 'near', 'center', 'background', 'refrigerator', 'microwave', 'oven', 'bottles', 'on', 'countertops']","['dining', 'table', 'chairs', 'around', 'bowl', 'potted', 'plant', 'greenery', 'two', 'remote', 'controls', 'cell', 'phone']","[{'word': 'spacious', 'class': 'attribute', 'bb_info': []}, {'word': 'well-lit', 'class': 'attribute', 'bb_info': []}, {'word': 'living', 'class': 'object', 'bb_info': []}, {'word': 'room', 'class': 'object', 'bb_info': []}, {'word': 'kitchen', 'class': 'object', 'bb_info': []}, {'word': 'area', 'class': 'object', 'bb_info': []}, {'word': 'couch', 'class': 'object', 'bb_info': []}, {'word': 'chair', 'class': 'object', 'bb_info': [[414.5, 251.38, 600.27, 450.03999999999996], [101.57, 395.83, 210.89, 480.0], [577.53, 325.19, 640.0, 444.44]]}, {'word': 'near', 'class': 'relation', 'bb_info': []}, {'word': 'center', 'class': 'object', 'bb_info': []}, {'word': 'background', 'class': 'object', 'bb_info': []}, {'word': 'refrigerator', 'class': 'object', 'bb_info': [[235.34, 117.69, 267.42, 320.69]]}, {'word': 'microwave', 'class': 'object', 'bb_info': [[353.39, 109.04, 425.98, 153.04000000000002]]}, {'word': 'oven', 'class': 'object', 'bb_info': [[348.55, 164.75, 416.1, 197.37]]}, {'word': 'bottles', 'class': 'object', 'bb_info': [[620.09, 143.8, 633.08, 184.78], [630.09, 156.17, 639.61, 186.01], [411.0, 179.56, 416.11, 191.06], [415.83, 179.46, 421.12, 190.96], [444.09, 164.27, 449.71, 174.49], [436.19, 179.16, 438.92, 188.9], [431.58, 164.62, 439.59999999999997, 175.11]]}, {'word': 'on', 'class': 'relation', 'bb_info': []}, {'word': 'countertops', 'class': 'object', 'bb_info': []}]",coco-validation
000000368212,What objects and people do you notice here?,"A young child with blonde hair sits on a toilet, holding a pink toothbrush in their mouth. They wear a light blue patterned onesie with a yellow patch on the left leg. Behind them is a beige shower curtain, and to the right is a white trash can. The bathroom walls are light-colored.",caption_nonhalu_qwen,"['young', 'child', 'blonde', 'hair', 'sits', 'toilet', 'holding', 'pink', 'toothbrush', 'mouth', 'wear', 'light', 'blue', 'patterned', 'onesie', 'yellow', 'patch', 'left', 'leg', 'behind', 'beige', 'shower', 'curtain', 'right', 'white', 'trash', 'can', 'bathroom', 'walls', 'colored']",[],"[{'word': 'young', 'class': 'attribute', 'bb_info': [[17.26, 43.15, 385.44, 608.36]]}, {'word': 'child', 'class': 'object', 'bb_info': [[17.26, 43.15, 385.44, 608.36]]}, {'word': 'blonde', 'class': 'attribute', 'bb_info': [[17.26, 43.15, 385.44, 608.36]]}, {'word': 'hair', 'class': 'object', 'bb_info': [[17.26, 43.15, 385.44, 608.36]]}, {'word': 'sits', 'class': 'action', 'bb_info': [[17.26, 43.15, 385.44, 608.36], [57.97, 169.02, 450.69000000000005, 640.0]]}, {'word': 'toilet', 'class': 'object', 'bb_info': [[57.97, 169.02, 450.69000000000005, 640.0]]}, {'word': 'holding', 'class': 'action', 'bb_info': [[17.26, 43.15, 385.44, 608.36], [242.25, 206.9, 257.27, 345.62]]}, {'word': 'pink', 'class': 'attribute', 'bb_info': [[242.25, 206.9, 257.27, 345.62]]}, {'word': 'toothbrush', 'class': 'object', 'bb_info': [[242.25, 206.9, 257.27, 345.62]]}, {'word': 'mouth', 'class': 'object', 'bb_info': [[17.26, 43.15, 385.44, 608.36]]}, {'word': 'wear', 'class': 'action', 'bb_info': [[17.26, 43.15, 385.44, 608.36]]}, {'word': 'light', 'class': 'attribute', 'bb_info': [[17.26, 43.15, 385.44, 608.36]]}, {'word': 'blue', 'class': 'attribute', 'bb_info': [[17.26, 43.15, 385.44, 608.36]]}, {'word': 'patterned', 'class': 'attribute', 'bb_info': [[17.26, 43.15, 385.44, 608.36]]}, {'word': 'onesie', 'class': 'object', 'bb_info': [[17.26, 43.15, 385.44, 608.36]]}, {'word': 'yellow', 'class': 'attribute', 'bb_info': [[17.26, 43.15, 385.44, 608.36]]}, {'word': 'patch', 'class': 'object', 'bb_info': [[17.26, 43.15, 385.44, 608.36]]}, {'word': 'left', 'class': 'attribute', 'bb_info': [[17.26, 43.15, 385.44, 608.36]]}, {'word': 'leg', 'class': 'object', 'bb_info': [[17.26, 43.15, 385.44, 608.36]]}, {'word': 'behind', 'class': 'relation', 'bb_info': [[17.26, 43.15, 385.44, 608.36]]}, {'word': 'beige', 'class': 'attribute', 'bb_info': []}, {'word': 'shower', 'class': 'object', 'bb_info': []}, {'word': 'curtain', 'class': 'object', 'bb_info': []}, {'word': 'right', 'class': 'attribute', 'bb_info': []}, {'word': 'white', 'class': 'attribute', 'bb_info': []}, {'word': 'trash', 'class': 'object', 'bb_info': []}, {'word': 'can', 'class': 'object', 'bb_info': []}, {'word': 'bathroom', 'class': 'object', 'bb_info': []}, {'word': 'walls', 'class': 'object', 'bb_info': []}, {'word': 'colored', 'class': 'attribute', 'bb_info': []}]",coco-validation
000000263403,How many palm trees are there on the beach behind the surfer?,There are two palm trees on the beach behind the surfer.,vqa_halu_llava,['surfer'],"['two', 'palm', 'trees', 'beach', 'behind']","[{'word': 'surfer', 'class': 'object', 'bb_info': [[334.9, 61.02, 414.47999999999996, 183.74]]}]",coco-validation
000000243344,Where is the cat sitting in the image?,On top of the refrigerator.,vqa_nonhalu_qwen,"['on', 'top', 'refrigerator']",[],"[{'word': 'on', 'class': 'relation', 'bb_info': [[178.4, 161.54, 279.75, 352.97], [131.72, 307.97, 479.64, 631.4200000000001]]}, {'word': 'top', 'class': 'attribute', 'bb_info': [[131.72, 307.97, 479.64, 631.4200000000001]]}, {'word': 'refrigerator', 'class': 'object', 'bb_info': [[131.72, 307.97, 479.64, 631.4200000000001]]}]",coco-validation
000000183675,What is the dog next to the horse doing in the field?,"The dog next to the horse is standing in the grassy field, possibly accompanying the man on the horse or simply enjoying the outdoors.",vqa_halu_llava,"['horse', 'grassy', 'field', 'man', 'on', 'outdoors']","['dog', 'next', 'standing', 'accompanying', 'enjoying']","[{'word': 'horse', 'class': 'object', 'bb_info': [[113.81, 113.18, 640.0, 412.0]]}, {'word': 'grassy', 'class': 'attribute', 'bb_info': []}, {'word': 'field', 'class': 'object', 'bb_info': []}, {'word': 'man', 'class': 'object', 'bb_info': [[352.88, 15.33, 533.94, 406.09]]}, {'word': 'on', 'class': 'relation', 'bb_info': [[352.88, 15.33, 533.94, 406.09], [113.81, 113.18, 640.0, 412.0]]}, {'word': 'outdoors', 'class': 'object', 'bb_info': []}]",coco-validation
000000287649,How many books are stacked on top of the keyboard next to the cat?,There are no books stacked on top of the keyboard next to the cat.,vqa_halu_qwen,"['no', 'books', 'stacked', 'on', 'top', 'keyboard', 'next_to', 'cat']",[],"[{'word': 'no', 'class': 'decision_token', 'bb_info': []}, {'word': 'books', 'class': 'object', 'bb_info': [[468.44, 0.42, 640.0, 66.07000000000001]]}, {'word': 'stacked', 'class': 'action', 'bb_info': [[468.44, 0.42, 640.0, 66.07000000000001]]}, {'word': 'on', 'class': 'relation', 'bb_info': [[468.44, 0.42, 640.0, 66.07000000000001], [1.08, 396.22, 640.0, 480.0]]}, {'word': 'top', 'class': 'attribute', 'bb_info': [[1.08, 396.22, 640.0, 480.0]]}, {'word': 'keyboard', 'class': 'object', 'bb_info': [[1.08, 396.22, 640.0, 480.0]]}, {'word': 'next_to', 'class': 'relation', 'bb_info': [[1.08, 396.22, 640.0, 480.0], [136.64, 4.3, 640.0, 401.95]]}, {'word': 'cat', 'class': 'object', 'bb_info': [[136.64, 4.3, 640.0, 401.95]]}]",coco-validation
