question,answer,hallucination_candidates,candidates,image_id,question_id,image_path,data_type
How many trains are there?,There is one train visible in the image.,[],"['one', 'train', 'visible']",2363483,18455,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2363483.jpg,vga
Is there a cat or a chair in this picture?,"Yes, there is a cat.",[],"['yes', 'cat']",2336212,211,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2336212.jpg,gqa
Is there a cat or a chair in this picture?,"Yes, there is a cat in this picture.",[],"['yes', 'cat', 'picture']",2336212,211,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2336212.jpg,gqa
Are there buckets or benches in this scene?,"No, there are no buckets or benches.",[],"['no', 'buckets', 'benches']",2396408,1957,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2396408.jpg,gqa
Are there buckets or benches in this scene?,"No, there are no buckets or benches in this scene. The image features a sandwich and a bottle of soda on a table.",[],"['no', 'buckets', 'benches', 'sandwich', 'bottle', 'soda', 'table']",2396408,1957,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2396408.jpg,gqa
Are the leaves thick?,"No, the leaves are thin.",[],"['no', 'leaves', 'thin']",2319200,2216,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2319200.jpg,gqa
Are the leaves thick?,"Yes, the leaves are thick, indicating that the horse is grazing in a lush, green environment.","['yes', 'thick', 'lush', 'green']","['leaves', 'horse', 'grazing', 'environment']",2319200,2216,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2319200.jpg,gqa
Are there vegetables or bags?,"No, there are no vegetables or bags.",[],"['no', 'vegetables', 'bags']",2363360,4056,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2363360.jpg,gqa
Are there vegetables or bags?,"Yes, there are vegetables and bags in the image.","['yes', 'vegetables', 'bags']",[],2363360,4056,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2363360.jpg,gqa
Are there either any benches or trash cans that are made of metal?,"Yes, the bench is made of metal.",[],"['yes', 'bench', 'metal']",2322015,6841,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2322015.jpg,gqa
Are there either any benches or trash cans that are made of metal?,"Yes, there is a metal bench in the image.",[],"['yes', 'metal', 'bench']",2322015,6841,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2322015.jpg,gqa
Is there either a red racket or frisbee?,"Yes, there is a red racket.","['yes', 'red']",['racket'],2355110,9213,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2355110.jpg,gqa
Is there either a red racket or frisbee?,"Yes, there is a red racket in the image.","['yes', 'red']",['racket'],2355110,9213,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2355110.jpg,gqa
Are there chairs to the right of the person in the classroom?,no,[],['no'],2373755,15166,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2373755.jpg,gqa
Are there chairs to the right of the person in the classroom?,"No, there are no chairs to the right of the person in the classroom.",[],"['no', 'chairs', 'right', 'person', 'classroom']",2373755,15166,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2373755.jpg,gqa
Are there any pigeons or dragons?,yes,[],['yes'],2329218,15654,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2329218.jpg,gqa
Are there any pigeons or dragons?,"Yes, there are pigeons in the image.",[],"['yes', 'pigeons', 'image']",2329218,15654,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2329218.jpg,gqa
What color is the goalie wearing?,Lime green.,[],"['lime', 'green']",2379693,18069,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2379693.jpg,vga
What color is the goalie wearing?,The goalie is wearing a red and white uniform.,"['red', 'white']","['goalie', 'wearing', 'uniform']",2379693,18069,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2379693.jpg,vga
Where is the bus?,In the street.,[],"['in', 'the', 'street', 'bus']",2329504,19063,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2329504.jpg,vga
Where is the bus?,"The bus is on a city street, driving down the road.",[],"['the', 'bus', 'is', 'on', 'a', 'city', 'street', 'driving', 'down', 'road']",2329504,19063,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2329504.jpg,vga
What are there three of?,Elephants.,[],['elephants'],2395535,24208,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2395535.jpg,vga
What are there three of?,There are three elephants in the image.,[],"['three', 'elephants', 'image']",2395535,24208,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2395535.jpg,vga
What type of water is here?,A lake.,['lake'],[],2354704,25894,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2354704.jpg,vga
What type of water is here?,"The water here is a large body of water, possibly a lake or a river, with a calm surface.","['lake', 'river']","['water', 'large', 'body', 'calm', 'surface']",2354704,25894,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2354704.jpg,vga
What color are the surfboards?,"White, red and orange.",[],"['white', 'red', 'orange']",2343276,26847,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2343276.jpg,vga
What color are the surfboards?,The surfboards are orange.,[],"['orange', 'surfboards']",2343276,26847,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2343276.jpg,vga
What is reflected in the mirror?,The rest of the bathroom.,[],"['rest', 'bathroom']",150313,27076,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/150313.jpg,vga
What is reflected in the mirror?,"The mirror reflects the bathroom, including the bathtub, sink, and other bathroom fixtures.","['sink', 'other', 'fixtures']","['mirror', 'reflects', 'bathroom', 'including', 'bathtub']",150313,27076,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/150313.jpg,vga
What is on a bathroom floor?,A shadow.,[],['shadow'],2368565,27153,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2368565.jpg,vga
What is on a bathroom floor?,There is a toilet with graffiti on it sitting on a bathroom floor.,[],"['toilet', 'graffiti', 'sitting', 'bathroom', 'floor']",2368565,27153,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2368565.jpg,vga
Is the color of the necklace gold?,"No, the necklace is black.",[],"['no', 'necklace', 'black']",2384524,645,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2384524.jpg,gqa
Is the color of the necklace gold?,"Yes, the color of the necklace is gold.","['yes', 'gold']",['necklace'],2384524,645,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2384524.jpg,gqa
Are there either any clocks or cars that are green?,"Yes, the clock is green.",[],"['yes', 'clock', 'green']",2377221,4556,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2377221.jpg,gqa
Are there either any clocks or cars that are green?,"Yes, there is a green clock and a green car in the image.",['car'],"['yes', 'green', 'clock', 'image']",2377221,4556,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2377221.jpg,gqa
Do you see any hat on the horse on the right side?,no,[],['no'],2326445,11677,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2326445.jpg,gqa
Do you see any hat on the horse on the right side?,"Yes, the horse on the right side is wearing a hat.","['yes', 'wearing', 'hat']","['horse', 'right', 'side']",2326445,11677,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2326445.jpg,gqa
Is the brick building behind the green trees?,no,[],['no'],1592297,11785,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/1592297.jpg,gqa
Is the brick building behind the green trees?,"Yes, the brick building is located behind the green trees.","['yes', 'behind']","['brick', 'building', 'located', 'green', 'trees']",1592297,11785,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/1592297.jpg,gqa
Do the trees look green and real?,yes,[],['yes'],2344122,15649,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2344122.jpg,gqa
Do the trees look green and real?,"Yes, the trees in the image are green and real.",[],"['yes', 'trees', 'image', 'green', 'real']",2344122,15649,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2344122.jpg,gqa
What color is the blanket?,Pink.,[],['pink'],2386158,21074,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2386158.jpg,vga
What color is the blanket?,The blanket is pink.,[],"['blanket', 'pink']",2386158,21074,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2386158.jpg,vga
Who is in the picture?,A man.,[],['man'],2407116,27340,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2407116.jpg,vga
Who is in the picture?,"A man is in the picture, looking into an open refrigerator.",[],"['man', 'looking', 'open', 'refrigerator']",2407116,27340,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2407116.jpg,vga
Do you see any mirrors to the left of the car that looks white?,"No, there is a truck to the left of the car.",[],"['no', 'truck', 'left', 'car']",2353582,404,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2353582.jpg,gqa
Do you see any mirrors to the left of the car that looks white?,"No, there are no mirrors to the left of the white car.",['mirrors'],"['no', 'left', 'white', 'car']",2353582,404,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2353582.jpg,gqa
Is the person near the water wearing shorts?,"Yes, the man is wearing shorts.",[],"['yes', 'man', 'wearing', 'shorts']",2347402,1822,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2347402.jpg,gqa
Is the person near the water wearing shorts?,"Yes, the person near the water is wearing shorts.",[],"['yes', 'person', 'near', 'water', 'wearing', 'shorts']",2347402,1822,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2347402.jpg,gqa
Are there fences or dogs in the image?,"Yes, there is a dog.",[],"['yes', 'dog']",2404746,1857,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2404746.jpg,gqa
Are there fences or dogs in the image?,"Yes, there is a dog in the image, and it is standing in a grassy field near a fence.","['fence', 'near']","['yes', 'dog', 'standing', 'grassy', 'field']",2404746,1857,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2404746.jpg,gqa
Do the letters have brown color?,no,['brown'],['no'],2381253,11609,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2381253.jpg,gqa
Do the letters have brown color?,"Yes, the letters have a brown color.","['yes', 'brown']","['letters', 'color']",2381253,11609,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2381253.jpg,gqa
What is below the roof?,White column.,['column'],['white'],2362306,19808,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2362306.jpg,vga
What is below the roof?,There is a cat sitting below the roof.,"['sitting', 'below', 'roof']",['cat'],2362306,19808,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2362306.jpg,vga
When is it?,Day time.,[],"['day', 'time']",2333184,24471,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2333184.jpg,vga
When is it?,"It is not possible to determine the exact time from the image. However, the presence of a vase with a pink flower and a table suggests that it could be during the daytime, as people typically place flowers in vases during daylight hours.","['exact', 'people', 'typically', 'place', 'during', 'hours']","['not', 'possible', 'determine', 'time', 'vase', 'pink', 'flower', 'table', 'daytime', 'daylight']",2333184,24471,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2333184.jpg,vga
When was this photo taken?,During the day.,[],['day'],2383269,25444,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2383269.jpg,vga
When was this photo taken?,"This photo was taken at a food stand, likely during a lunchtime rush.","['lunchtime', 'rush']","['photo', 'food', 'stand']",2383269,25444,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2383269.jpg,vga
Is there a chair to the right of the empty soda bottle?,"Yes, there is a chair to the right of the soda bottle.",[],"['yes', 'chair', 'right', 'soda', 'bottle']",2390684,4443,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2390684.jpg,gqa
Is there a chair to the right of the empty soda bottle?,"Yes, there is a chair to the right of the empty soda bottle.",['empty'],"['yes', 'chair', 'right', 'soda', 'bottle']",2390684,4443,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2390684.jpg,gqa
Are there both girls and cakes in this picture?,"No, there is a cake but no girls.",['girls'],"['no', 'cake']",2377666,4587,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2377666.jpg,gqa
Are there both girls and cakes in this picture?,"No, there are no girls in this picture. The image features two cakes, one of which is a graduation cake.",['girls'],"['no', 'two', 'cakes', 'one', 'graduation', 'cake']",2377666,4587,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2377666.jpg,gqa
Is the person's hair blond and long?,"Yes, the hair is blond and long.",[],"['yes', 'hair', 'blond', 'long']",2412643,7028,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2412643.jpg,gqa
Is the person's hair blond and long?,"Yes, the person's hair is blond and long.",[],"['yes', 'person', 'hair', 'blond', 'long']",2412643,7028,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2412643.jpg,gqa
Do you see a white motorcycle or skateboard?,no,[],['no'],2321315,12382,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2321315.jpg,gqa
Do you see a white motorcycle or skateboard?,"No, there is no white motorcycle or skateboard in the image. The skateboard in the image is black.",[],"['no', 'white', 'motorcycle', 'skateboard', 'image', 'black']",2321315,12382,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2321315.jpg,gqa
Is the color of the hose different than the pipe?,no,['no'],[],2412108,13552,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2412108.jpg,gqa
Is the color of the hose different than the pipe?,"Yes, the color of the hose is different than the pipe. The hose is blue, while the pipe is red.","['yes', 'different', 'pipe', 'red']","['hose', 'blue']",2412108,13552,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2412108.jpg,gqa
What color is his cap?,Blue.,[],['blue'],2375118,19036,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2375118.jpg,vga
What color is his cap?,The man's cap is blue.,[],"['man', 'cap', 'blue']",2375118,19036,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2375118.jpg,vga
What color is the helmet in the picture?,Black.,['black'],[],2352803,19539,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2352803.jpg,vga
What color is the helmet in the picture?,The helmet in the picture is blue.,"['helmet', 'blue']",[],2352803,19539,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2352803.jpg,vga
What type of material is the floor made from?,Marble.,['marble'],[],2325399,22692,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2325399.jpg,vga
What type of material is the floor made from?,The floor is made from marble.,['marble'],['floor'],2325399,22692,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2325399.jpg,vga
Is the hair brown and straight?,"Yes, the hair is brown and straight.",[],"['yes', 'hair', 'brown', 'straight']",2399300,3671,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2399300.jpg,gqa
Is the hair brown and straight?,"Yes, the hair is brown and straight.",[],"['yes', 'hair', 'brown', 'straight']",2399300,3671,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2399300.jpg,gqa
Is there a purse that is not black?,"Yes, there is a green purse.",[],"['yes', 'green', 'purse']",1591908,3800,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/1591908.jpg,gqa
Is there a purse that is not black?,"Yes, there is a purse that is not black. It is pink.",[],"['yes', 'purse', 'not', 'black', 'pink']",1591908,3800,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/1591908.jpg,gqa
Are there bells on top of the tower that the trees are behind of?,"Yes, there is a bell on top of the tower.",[],"['yes', 'bell', 'top', 'tower']",2370823,4368,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2370823.jpg,gqa
Are there bells on top of the tower that the trees are behind of?,"Yes, there are bells on top of the tower that the trees are behind of.","['yes', 'bells']","['top', 'tower', 'trees', 'behind']",2370823,4368,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2370823.jpg,gqa
Is the color of the t-shirt different than the Wii remotes?,"Yes, the t-shirt is black and the Wii remotes is white.","['wii', 'remotes']","['yes', 't-shirt', 'black', 'white']",2362554,6001,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2362554.jpg,gqa
Is the color of the t-shirt different than the Wii remotes?,"Yes, the color of the t-shirt is different from the color of the Wii remotes. The t-shirt is black, while the Wii remotes are white.","['wii', 'remotes']","['yes', 't-shirt', 'black', 'white']",2362554,6001,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2362554.jpg,gqa
Is the man standing?,"Yes, the man is standing.",[],"['yes', 'man', 'standing']",2404044,7361,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2404044.jpg,gqa
Is the man standing?,"Yes, the man is standing in front of the refrigerator.",['front'],"['yes', 'man', 'standing', 'refrigerator']",2404044,7361,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2404044.jpg,gqa
Does that wetsuit look black?,"Yes, the wetsuit is black.",[],"['yes', 'wetsuit', 'black']",2368960,7676,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2368960.jpg,gqa
Does that wetsuit look black?,"Yes, the wetsuit the person is wearing is black.",[],"['yes', 'wetsuit', 'person', 'wearing', 'black']",2368960,7676,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2368960.jpg,gqa
Are the glasses that are to the right of the pillow blue and metallic?,no,[],['no'],2397006,15560,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2397006.jpg,gqa
Are the glasses that are to the right of the pillow blue and metallic?,"No, the glasses are not blue and metallic. They are clear glasses.",['metallic'],"['no', 'glasses', 'not', 'blue', 'clear']",2397006,15560,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2397006.jpg,gqa
How does the man hold the knife?,With his right hand.,['right'],['hand'],2347841,22110,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2347841.jpg,vga
How does the man hold the knife?,"The man is holding the knife with both hands, using it to cut up carrots on a cutting board.",['both'],"['man', 'holding', 'knife', 'hands', 'using', 'cut', 'carrots', 'cutting', 'board']",2347841,22110,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2347841.jpg,vga
What is in the air on the left by the building?,A crane.,[],['crane'],2375685,24130,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2375685.jpg,vga
What is in the air on the left by the building?,There is a street light in the air on the left by the building.,"['street', 'light']",[],2375685,24130,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2375685.jpg,vga
What is in her left hand?,A cell phone.,[],"['cell', 'phone']",2339447,26277,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2339447.jpg,vga
What is in her left hand?,"In her left hand, the woman is holding a cell phone.",['left'],"['hand', 'woman', 'holding', 'cell', 'phone']",2339447,26277,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2339447.jpg,vga
Where is this sport performed?,Water.,[],['water'],2381122,26879,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2381122.jpg,vga
Where is this sport performed?,"This sport is performed in the ocean, where surfers ride on waves using surfboards.",['ocean'],"['surfers', 'ride', 'waves', 'surfboards']",2381122,26879,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2381122.jpg,vga
How many people are there?,One.,[],['one'],2355398,27554,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2355398.jpg,vga
How many people are there?,"There is only one person in the image, a man.",[],"['one', 'person', 'image', 'man']",2355398,27554,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2355398.jpg,vga
Does the doll to the left of the elephant have orange color and large size?,"Yes, the doll is orange and large.",['large'],"['yes', 'doll', 'orange']",2396210,68,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2396210.jpg,gqa
Does the doll to the left of the elephant have orange color and large size?,"Yes, the doll to the left of the elephant is orange in color and large in size.","['large', 'elephant']","['yes', 'doll', 'left', 'color', 'orange', 'size']",2396210,68,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2396210.jpg,gqa
Do you see both a scarf and a hat in the image?,"No, there is a scarf but no hats.",[],"['no', 'scarf', 'hats']",2388952,387,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2388952.jpg,gqa
Do you see both a scarf and a hat in the image?,"Yes, the woman in the image is wearing a scarf and a hat while sitting on the motorcycle.","['yes', 'hat']","['woman', 'wearing', 'scarf', 'sitting', 'motorcycle']",2388952,387,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2388952.jpg,gqa
Is the sky behind a tower?,"No, the sky is behind the plane.",[],"['no', 'sky', 'behind', 'plane']",2396391,965,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2396391.jpg,gqa
Is the sky behind a tower?,"No, the sky is not behind a tower. The image shows a large airplane flying through the sky.",['tower'],"['no', 'sky', 'not', 'behind', 'large', 'airplane', 'flying', 'through']",2396391,965,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2396391.jpg,gqa
Is the red bag on the left side?,"Yes, the purse is on the left of the image.","['yes', 'purse', 'left']",[],2369710,1437,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2369710.jpg,gqa
Is the red bag on the left side?,"Yes, the red bag is on the left side of the image.","['yes', 'red', 'bag', 'left', 'side']",[],2369710,1437,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2369710.jpg,gqa
Are the animals of different species?,"Yes, they are cows and bulls.","['yes', 'bulls']",['cows'],2336460,2246,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2336460.jpg,gqa
Are the animals of different species?,"Yes, the animals in the image are of different species. There is a cow and a horse standing next to each other in the grassy field.","['yes', 'different', 'species', 'horse', 'standing', 'next', 'each', 'other']","['animals', 'cow', 'grassy', 'field']",2336460,2246,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2336460.jpg,gqa
Is the apple ripe and yellow?,"No, the apple is ripe but red.",[],"['no', 'apple', 'ripe', 'red']",2411208,5872,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2411208.jpg,gqa
Is the apple ripe and yellow?,"Yes, the apple is ripe and yellow.","['yes', 'yellow']","['apple', 'ripe']",2411208,5872,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2411208.jpg,gqa
Is the liquid in the cup that is sitting on the table?,"Yes, the liquid is in the cup.",[],"['yes', 'liquid', 'in', 'cup']",2316672,7447,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2316672.jpg,gqa
Is the liquid in the cup that is sitting on the table?,"Yes, the liquid in the cup is coffee.",['coffee'],"['yes', 'liquid', 'in', 'cup']",2316672,7447,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2316672.jpg,gqa
Is this woman wearing a hat?,"No, the woman is wearing a bracelet.",['bracelet'],"['no', 'woman', 'wearing']",2379341,8843,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2379341.jpg,gqa
Is this woman wearing a hat?,"No, the woman is not wearing a hat. She is wearing a black dress and glasses.",[],"['no', 'woman', 'not', 'wearing', 'hat', 'she', 'black', 'dress', 'glasses']",2379341,8843,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2379341.jpg,gqa
Are the shirt and the hose the same color?,yes,[],['yes'],2367575,13283,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2367575.jpg,gqa
Are the shirt and the hose the same color?,"Yes, the shirt and the hose are the same color, red.",[],"['yes', 'shirt', 'hose', 'same', 'color', 'red']",2367575,13283,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2367575.jpg,gqa
Are the leaves in front of the fence wearing a shirt?,yes,['yes'],[],2377609,16070,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2377609.jpg,gqa
Are the leaves in front of the fence wearing a shirt?,"Yes, the leaves in front of the fence are wearing a shirt.","['yes', 'front', 'wearing', 'shirt']","['leaves', 'fence']",2377609,16070,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2377609.jpg,gqa
Is the painting on the right side of the image?,yes,[],['yes'],2336312,16503,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2336312.jpg,gqa
Is the painting on the right side of the image?,"Yes, the painting is on the right side of the image.",[],"['yes', 'painting', 'right', 'side', 'image']",2336312,16503,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2336312.jpg,gqa
What is painted on the side of the truck?,Graffiti.,[],['graffiti'],2353664,21815,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2353664.jpg,vga
What is painted on the side of the truck?,"The side of the truck is painted with graffiti, which includes various colors and designs.",[],"['side', 'truck', 'painted', 'graffiti', 'various', 'colors', 'designs']",2353664,21815,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2353664.jpg,vga
What color is the frosting?,Tan.,[],['tan'],2385267,24508,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2385267.jpg,vga
What color is the frosting?,The frosting on the cake is brown.,[],"['frosting', 'cake', 'brown']",2385267,24508,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2385267.jpg,vga
When is this?,Daytime.,[],['daytime'],2321906,24509,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2321906.jpg,vga
When is this?,"This is during lunchtime, as the man is sitting at a table with a plate of food and a drink.",['lunchtime'],"['man', 'sitting', 'table', 'plate', 'food', 'drink']",2321906,24509,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2321906.jpg,vga
What are the people dressed as?,Clowns.,[],['clowns'],2328448,27622,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2328448.jpg,vga
What are the people dressed as?,"The people are dressed as clowns, with one of them wearing a hat and makeup.",[],"['people', 'dressed', 'clowns', 'one', 'wearing', 'hat', 'makeup']",2328448,27622,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2328448.jpg,vga
Are there both window and a bus in this image?,"No, there are windows but no buses.",['buses'],"['no', 'windows']",2415779,2120,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2415779.jpg,gqa
Are there both window and a bus in this image?,"No, there is no bus in this image. The image features a man standing in a kitchen, preparing food on a stove.",['bus'],"['no', 'image', 'man', 'standing', 'kitchen', 'preparing', 'food', 'stove']",2415779,2120,/Data2/Arun-UAV/NLP/vision_halu/visual_genome/VG_target_20k/2415779.jpg,gqa
